|dates|Hardee_Florida_UnitedStates.JHU_ConfirmedCases.data|Hardee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hardee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hardee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hardee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hardee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|88.0|0|0.0|0|0.0|0
0|2020-05-28|88.0|0|0.0|0|0.0|0
0|2020-05-29|88.0|0|0.0|0|0.0|0
0|2020-05-30|88.0|0|0.0|0|0.0|0
