|dates|Benton_Missouri_UnitedStates.JHU_ConfirmedCases.data|Benton_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Benton_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
