|dates|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|760.0|0|62.0|0|0.0|0
0|2020-05-28|760.0|0|62.0|0|0.0|0
0|2020-05-29|760.0|0|62.0|0|0.0|0
0|2020-05-30|760.0|0|62.0|0|0.0|0
