|dates|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|663.0|0|12.0|0|0.0|0
0|2020-05-25|670.0|0|12.0|0|0.0|0
0|2020-05-26|670.0|0|12.0|0|0.0|0
