|dates|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|415.0|0|39.0|0|0.0|0
0|2020-05-18|419.0|0|39.0|0|0.0|0
0|2020-05-19|421.0|0|39.0|0|0.0|0
0|2020-05-20|425.0|0|40.0|0|0.0|0
0|2020-05-21|432.0|0|40.0|0|0.0|0
0|2020-05-22|436.0|0|40.0|0|0.0|0
0|2020-05-23|436.0|0|40.0|0|0.0|0
