|dates|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|54.0|0|1.0|0|0.0|0
0|2020-05-18|54.0|0|2.0|0|0.0|0
0|2020-05-19|54.0|0|2.0|0|0.0|0
0|2020-05-20|54.0|0|2.0|0|0.0|0
0|2020-05-21|55.0|0|2.0|0|0.0|0
0|2020-05-22|55.0|0|2.0|0|0.0|0
0|2020-05-23|55.0|0|2.0|0|0.0|0
