|dates|Sumter_Florida_UnitedStates.JHU_ConfirmedCases.data|Sumter_Florida_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|251.0|0|16.0|0|0.0|0
0|2020-05-18|252.0|0|16.0|0|0.0|0
0|2020-05-19|253.0|0|16.0|0|0.0|0
0|2020-05-20|253.0|0|17.0|0|0.0|0
0|2020-05-21|254.0|0|17.0|0|0.0|0
0|2020-05-22|252.0|0|17.0|0|0.0|0
0|2020-05-23|252.0|0|17.0|0|0.0|0
