|dates|Victoria_Texas_UnitedStates.JHU_ConfirmedCases.data|Victoria_Texas_UnitedStates.JHU_ConfirmedCases.missing|Victoria_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Victoria_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Victoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Victoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|154.0|0|7.0|0|0.0|0
0|2020-05-18|156.0|0|7.0|0|0.0|0
0|2020-05-19|157.0|0|7.0|0|0.0|0
0|2020-05-20|157.0|0|7.0|0|0.0|0
0|2020-05-21|157.0|0|7.0|0|0.0|0
0|2020-05-22|157.0|0|7.0|0|0.0|0
0|2020-05-23|157.0|0|7.0|0|0.0|0
