|dates|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|78.0|0|3.0|0|0.0|0
0|2020-05-28|78.0|0|3.0|0|0.0|0
0|2020-05-29|78.0|0|3.0|0|0.0|0
0|2020-05-30|78.0|0|3.0|0|0.0|0
