|dates|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|122.0|0|8.0|0|0.0|0
0|2020-05-18|128.0|0|8.0|0|0.0|0
0|2020-05-19|134.0|0|8.0|0|0.0|0
0|2020-05-20|139.0|0|9.0|0|0.0|0
0|2020-05-21|152.0|0|9.0|0|0.0|0
0|2020-05-22|155.0|0|9.0|0|0.0|0
0|2020-05-23|155.0|0|9.0|0|0.0|0
