|dates|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|258.0|0|1.0|0|0.0|0
0|2020-05-25|259.0|0|1.0|0|0.0|0
0|2020-05-26|259.0|0|1.0|0|0.0|0
