|dates|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedCases.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|958.0|0|6.0|0|0.0|0
0|2020-05-18|1052.0|0|7.0|0|0.0|0
0|2020-05-19|1053.0|0|7.0|0|0.0|0
0|2020-05-20|1058.0|0|7.0|0|0.0|0
0|2020-05-21|1062.0|0|7.0|0|0.0|0
0|2020-05-22|1067.0|0|7.0|0|0.0|0
0|2020-05-23|1067.0|0|7.0|0|0.0|0
