|dates|Dyer_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Dyer_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Dyer_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Dyer_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Dyer_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Dyer_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|44.0|0|0.0|0|0.0|0
0|2020-05-15|44.0|0|0.0|0|0.0|0
0|2020-05-16|44.0|0|0.0|0|0.0|0
