|dates|Sangamon_Illinois_UnitedStates.JHU_ConfirmedCases.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Sangamon_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Sangamon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|307.0|0|25.0|0|0.0|0
0|2020-05-18|309.0|0|25.0|0|0.0|0
0|2020-05-19|311.0|0|25.0|0|0.0|0
0|2020-05-20|319.0|0|25.0|0|0.0|0
0|2020-05-21|324.0|0|26.0|0|0.0|0
0|2020-05-22|325.0|0|26.0|0|0.0|0
0|2020-05-23|325.0|0|26.0|0|0.0|0
