|dates|Livingston_NewYork_UnitedStates.JHU_ConfirmedCases.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Livingston_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|114.0|0|7.0|0|0.0|0
0|2020-05-25|115.0|0|7.0|0|0.0|0
0|2020-05-26|115.0|0|7.0|0|0.0|0
