|dates|King_Washington_UnitedStates.JHU_ConfirmedCases.data|King_Washington_UnitedStates.JHU_ConfirmedCases.missing|King_Washington_UnitedStates.JHU_ConfirmedDeaths.data|King_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|7783.0|0|547.0|0|0.0|0
0|2020-05-25|7826.0|0|550.0|0|0.0|0
0|2020-05-26|7826.0|0|550.0|0|0.0|0
