|dates|Washington_Georgia_UnitedStates.JHU_ConfirmedCases.data|Washington_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Washington_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|74.0|0|1.0|0|0.0|0
0|2020-05-25|73.0|0|1.0|0|0.0|0
0|2020-05-26|73.0|0|1.0|0|0.0|0
