|dates|Pike_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pike_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pike_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|49.0|0|2.0|0|0.0|0
0|2020-05-25|50.0|0|2.0|0|0.0|0
0|2020-05-26|50.0|0|2.0|0|0.0|0
