|dates|Winnebago_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Winnebago_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Winnebago_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Winnebago_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Winnebago_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Winnebago_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|199.0|0|3.0|0|0.0|0
0|2020-05-28|199.0|0|3.0|0|0.0|0
0|2020-05-29|199.0|0|3.0|0|0.0|0
0|2020-05-30|199.0|0|3.0|0|0.0|0
