|dates|RockIsland_Illinois_UnitedStates.JHU_ConfirmedCases.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedCases.missing|RockIsland_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|RockIsland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|638.0|0|23.0|0|0.0|0
0|2020-05-28|638.0|0|23.0|0|0.0|0
0|2020-05-29|638.0|0|23.0|0|0.0|0
0|2020-05-30|638.0|0|23.0|0|0.0|0
