|dates|Marengo_Alabama_UnitedStates.JHU_ConfirmedCases.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Marengo_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Marengo_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|150.0|0|6.0|0|0.0|0
0|2020-05-28|150.0|0|6.0|0|0.0|0
0|2020-05-29|150.0|0|6.0|0|0.0|0
0|2020-05-30|150.0|0|6.0|0|0.0|0
