|dates|Reagan_Texas_UnitedStates.JHU_ConfirmedCases.data|Reagan_Texas_UnitedStates.JHU_ConfirmedCases.missing|Reagan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Reagan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Reagan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Reagan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33912.0|0|925.0|0|0.0|0
0|2020-05-28|33912.0|0|925.0|0|0.0|0
0|2020-05-29|33912.0|0|925.0|0|0.0|0
0|2020-05-30|33912.0|0|925.0|0|0.0|0
