|dates|Bath_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bath_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bath_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|1.0|0|0.0|0
0|2020-05-15|7.0|0|1.0|0|0.0|0
0|2020-05-16|7.0|0|1.0|0|0.0|0
