|dates|Davis_Utah_UnitedStates.JHU_ConfirmedCases.data|Davis_Utah_UnitedStates.JHU_ConfirmedCases.missing|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|410.0|0|2.0|0|0.0|0
0|2020-05-25|414.0|0|2.0|0|0.0|0
0|2020-05-26|414.0|0|2.0|0|0.0|0
