|dates|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|76.0|0|1.0|0|0.0|0
0|2020-05-28|76.0|0|1.0|0|0.0|0
0|2020-05-29|76.0|0|1.0|0|0.0|0
0|2020-05-30|76.0|0|1.0|0|0.0|0
