|dates|Camden_Georgia_UnitedStates.JHU_ConfirmedCases.data|Camden_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Camden_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Camden_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|1.0|0|0.0|0
0|2020-05-28|56.0|0|1.0|0|0.0|0
0|2020-05-29|56.0|0|1.0|0|0.0|0
0|2020-05-30|56.0|0|1.0|0|0.0|0
