|dates|Tioga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Tioga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Tioga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|108.0|0|20.0|0|0.0|0
0|2020-05-15|110.0|0|20.0|0|0.0|0
0|2020-05-16|110.0|0|20.0|0|0.0|0
