|dates|Atascosa_Texas_UnitedStates.JHU_ConfirmedCases.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedCases.missing|Atascosa_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Atascosa_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|35.0|0|2.0|0|0.0|0
0|2020-05-28|35.0|0|2.0|0|0.0|0
0|2020-05-29|35.0|0|2.0|0|0.0|0
0|2020-05-30|35.0|0|2.0|0|0.0|0
