|dates|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|32.0|0|0.0|0|0.0|0
0|2020-05-28|32.0|0|0.0|0|0.0|0
0|2020-05-29|32.0|0|0.0|0|0.0|0
0|2020-05-30|32.0|0|0.0|0|0.0|0
