|dates|Murray_Georgia_UnitedStates.JHU_ConfirmedCases.data|Murray_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Murray_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Murray_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Murray_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Murray_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|1.0|0|0.0|0
0|2020-05-18|61.0|0|1.0|0|0.0|0
0|2020-05-19|64.0|0|1.0|0|0.0|0
0|2020-05-20|66.0|0|1.0|0|0.0|0
0|2020-05-21|69.0|0|1.0|0|0.0|0
0|2020-05-22|72.0|0|1.0|0|0.0|0
0|2020-05-23|72.0|0|1.0|0|0.0|0
