|dates|Wyoming_NewYork_UnitedStates.JHU_ConfirmedCases.data|Wyoming_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Wyoming_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Wyoming_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Wyoming_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Wyoming_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|81.0|0|5.0|0|0.0|0
0|2020-05-25|82.0|0|5.0|0|0.0|0
0|2020-05-26|82.0|0|5.0|0|0.0|0
