|dates|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.data|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|107.0|0|8.0|0|0.0|0
0|2020-05-15|109.0|0|8.0|0|0.0|0
0|2020-05-16|109.0|0|8.0|0|0.0|0
