|dates|Napa_California_UnitedStates.JHU_ConfirmedCases.data|Napa_California_UnitedStates.JHU_ConfirmedCases.missing|Napa_California_UnitedStates.JHU_ConfirmedDeaths.data|Napa_California_UnitedStates.JHU_ConfirmedDeaths.missing|Napa_California_UnitedStates.JHU_ConfirmedRecoveries.data|Napa_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|101.0|0|3.0|0|0.0|0
0|2020-05-25|101.0|0|3.0|0|0.0|0
0|2020-05-26|101.0|0|3.0|0|0.0|0
