|dates|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|833.0|0|17.0|0|0.0|0
0|2020-05-15|920.0|0|18.0|0|0.0|0
0|2020-05-16|920.0|0|18.0|0|0.0|0
