|dates|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|843.0|0|45.0|0|0.0|0
0|2020-05-28|843.0|0|45.0|0|0.0|0
0|2020-05-29|843.0|0|45.0|0|0.0|0
0|2020-05-30|843.0|0|45.0|0|0.0|0
