|dates|Porter_Indiana_UnitedStates.JHU_ConfirmedCases.data|Porter_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Porter_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Porter_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Porter_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Porter_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|394.0|0|10.0|0|0.0|0
0|2020-05-18|405.0|0|12.0|0|0.0|0
0|2020-05-19|412.0|0|13.0|0|0.0|0
0|2020-05-20|421.0|0|15.0|0|0.0|0
0|2020-05-21|425.0|0|19.0|0|0.0|0
0|2020-05-22|458.0|0|19.0|0|0.0|0
0|2020-05-23|458.0|0|19.0|0|0.0|0
