|dates|Stafford_Virginia_UnitedStates.JHU_ConfirmedCases.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Stafford_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Stafford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|467.0|0|4.0|0|0.0|0
0|2020-05-18|484.0|0|4.0|0|0.0|0
0|2020-05-19|501.0|0|4.0|0|0.0|0
0|2020-05-20|514.0|0|4.0|0|0.0|0
0|2020-05-21|540.0|0|4.0|0|0.0|0
0|2020-05-22|552.0|0|4.0|0|0.0|0
0|2020-05-23|552.0|0|4.0|0|0.0|0
