|dates|Brantley_Georgia_UnitedStates.JHU_ConfirmedCases.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Brantley_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Brantley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|28.0|0|2.0|0|0.0|0
0|2020-05-15|35.0|0|2.0|0|0.0|0
0|2020-05-16|35.0|0|2.0|0|0.0|0
