|dates|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.data|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|117.0|0|18.0|0|0.0|0
0|2020-05-25|117.0|0|18.0|0|0.0|0
0|2020-05-26|117.0|0|18.0|0|0.0|0
