|dates|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|236.0|0|0.0|0|0.0|0
0|2020-05-28|236.0|0|0.0|0|0.0|0
0|2020-05-29|236.0|0|0.0|0|0.0|0
0|2020-05-30|236.0|0|0.0|0|0.0|0
