|dates|Lowndes_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lowndes_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lowndes_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|186.0|0|10.0|0|0.0|0
0|2020-05-25|193.0|0|10.0|0|0.0|0
0|2020-05-26|193.0|0|10.0|0|0.0|0
