|dates|Greene_Indiana_UnitedStates.JHU_ConfirmedCases.data|Greene_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Greene_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|153.0|0|17.0|0|0.0|0
0|2020-05-15|154.0|0|17.0|0|0.0|0
0|2020-05-16|154.0|0|17.0|0|0.0|0
