|dates|Lawrence_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
