|dates|Washington_Indiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|50.0|0|1.0|0|0.0|0
0|2020-05-15|50.0|0|1.0|0|0.0|0
0|2020-05-16|50.0|0|1.0|0|0.0|0
