|dates|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.data|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|538.0|0|69.0|0|0.0|0
0|2020-05-15|548.0|0|70.0|0|0.0|0
0|2020-05-16|548.0|0|70.0|0|0.0|0
