|dates|Callaway_Missouri_UnitedStates.JHU_ConfirmedCases.data|Callaway_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Callaway_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Callaway_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Callaway_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Callaway_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|1.0|0|0.0|0
0|2020-05-28|26.0|0|1.0|0|0.0|0
0|2020-05-29|26.0|0|1.0|0|0.0|0
0|2020-05-30|26.0|0|1.0|0|0.0|0
