|dates|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|317.0|0|47.0|0|0.0|0
0|2020-05-28|317.0|0|47.0|0|0.0|0
0|2020-05-29|317.0|0|47.0|0|0.0|0
0|2020-05-30|317.0|0|47.0|0|0.0|0
