|dates|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1246.0|0|48.0|0|0.0|0
0|2020-05-18|1246.0|0|48.0|0|0.0|0
0|2020-05-19|1246.0|0|48.0|0|0.0|0
0|2020-05-20|1246.0|0|48.0|0|0.0|0
0|2020-05-21|1246.0|0|48.0|0|0.0|0
0|2020-05-22|1246.0|0|48.0|0|0.0|0
0|2020-05-23|1246.0|0|48.0|0|0.0|0
