|dates|Isanti_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Isanti_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Isanti_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
