|dates|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|710.0|0|9.0|0|0.0|0
0|2020-05-15|712.0|0|9.0|0|0.0|0
0|2020-05-16|712.0|0|9.0|0|0.0|0
