|dates|Randolph_Indiana_UnitedStates.JHU_ConfirmedCases.data|Randolph_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Randolph_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|32.0|0|3.0|0|0.0|0
0|2020-05-18|32.0|0|3.0|0|0.0|0
0|2020-05-19|30.0|0|3.0|0|0.0|0
0|2020-05-20|30.0|0|3.0|0|0.0|0
0|2020-05-21|32.0|0|3.0|0|0.0|0
0|2020-05-22|35.0|0|3.0|0|0.0|0
0|2020-05-23|35.0|0|3.0|0|0.0|0
