|dates|Hancock_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|48.0|0|1.0|0|0.0|0
0|2020-05-28|48.0|0|1.0|0|0.0|0
0|2020-05-29|48.0|0|1.0|0|0.0|0
0|2020-05-30|48.0|0|1.0|0|0.0|0
