|dates|Licking_Ohio_UnitedStates.JHU_ConfirmedCases.data|Licking_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Licking_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Licking_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Licking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Licking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|185.0|0|7.0|0|0.0|0
0|2020-05-18|190.0|0|8.0|0|0.0|0
0|2020-05-19|190.0|0|9.0|0|0.0|0
0|2020-05-20|197.0|0|9.0|0|0.0|0
0|2020-05-21|199.0|0|9.0|0|0.0|0
0|2020-05-22|200.0|0|10.0|0|0.0|0
0|2020-05-23|200.0|0|10.0|0|0.0|0
