|dates|Middlesex_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Middlesex_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Middlesex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Middlesex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Middlesex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Middlesex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19129.0|0|1394.0|0|0.0|0
0|2020-05-18|19345.0|0|1412.0|0|0.0|0
0|2020-05-19|19504.0|0|1436.0|0|0.0|0
0|2020-05-20|19708.0|0|1462.0|0|0.0|0
0|2020-05-21|19930.0|0|1478.0|0|0.0|0
0|2020-05-22|20085.0|0|1496.0|0|0.0|0
0|2020-05-23|20085.0|0|1496.0|0|0.0|0
