|dates|Ulster_NewYork_UnitedStates.JHU_ConfirmedCases.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Ulster_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Ulster_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1645.0|0|74.0|0|0.0|0
0|2020-05-28|1645.0|0|74.0|0|0.0|0
0|2020-05-29|1645.0|0|74.0|0|0.0|0
0|2020-05-30|1645.0|0|74.0|0|0.0|0
