|dates|Kendall_Illinois_UnitedStates.JHU_ConfirmedCases.data|Kendall_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Kendall_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Kendall_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Kendall_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Kendall_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|518.0|0|17.0|0|0.0|0
0|2020-05-15|531.0|0|17.0|0|0.0|0
0|2020-05-16|531.0|0|17.0|0|0.0|0
