|dates|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|120.0|0|0.0|0|0.0|0
0|2020-05-25|120.0|0|0.0|0|0.0|0
0|2020-05-26|120.0|0|0.0|0|0.0|0
