|dates|Quitman_Georgia_UnitedStates.JHU_ConfirmedCases.data|Quitman_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Quitman_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Quitman_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Quitman_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Quitman_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|11.0|0|1.0|0|0.0|0
0|2020-05-25|11.0|0|1.0|0|0.0|0
0|2020-05-26|11.0|0|1.0|0|0.0|0
