|dates|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.data|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|821.0|0|1.0|0|0.0|0
0|2020-05-25|822.0|0|1.0|0|0.0|0
0|2020-05-26|822.0|0|1.0|0|0.0|0
