|dates|Ontario_NewYork_UnitedStates.JHU_ConfirmedCases.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Ontario_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Ontario_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|198.0|0|9.0|0|0.0|0
0|2020-05-28|198.0|0|9.0|0|0.0|0
0|2020-05-29|198.0|0|9.0|0|0.0|0
0|2020-05-30|198.0|0|9.0|0|0.0|0
