|dates|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.data|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|432.0|0|12.0|0|0.0|0
0|2020-05-18|435.0|0|12.0|0|0.0|0
0|2020-05-19|442.0|0|12.0|0|0.0|0
0|2020-05-20|444.0|0|13.0|0|0.0|0
0|2020-05-21|445.0|0|12.0|0|0.0|0
0|2020-05-22|449.0|0|12.0|0|0.0|0
0|2020-05-23|449.0|0|12.0|0|0.0|0
