|dates|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2703.0|0|199.0|0|0.0|0
0|2020-05-18|2727.0|0|171.0|0|0.0|0
0|2020-05-19|2758.0|0|176.0|0|0.0|0
0|2020-05-20|2779.0|0|182.0|0|0.0|0
0|2020-05-21|2814.0|0|186.0|0|0.0|0
0|2020-05-22|2842.0|0|192.0|0|0.0|0
0|2020-05-23|2842.0|0|192.0|0|0.0|0
