|dates|Cumberland_Illinois_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
