|dates|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|1.0|0|0.0|0
0|2020-05-28|23.0|0|1.0|0|0.0|0
0|2020-05-29|23.0|0|1.0|0|0.0|0
0|2020-05-30|23.0|0|1.0|0|0.0|0
